frame,condition,path
131,textureless,degraded/textureless/frame_00131.png
132,clear,degraded/clear/frame_00132.png
132,smoke,degraded/smoke/frame_00132.png
132,low_light,degraded/low_light/frame_00132.png
132,snow,degraded/snow/frame_00132.png
132,textureless,degraded/textureless/frame_00132.png
133,clear,degraded/clear/frame_00133.png
133,smoke,degraded/smoke/frame_00133.png
133,low_light,degraded/low_light/frame_00133.png
133,snow,degraded/snow/frame_00133.png
133,textureless,degraded/textureless/frame_00133.png
134,clear,degraded/clear/frame_00134.png
134,smoke,degraded/smoke/frame_00134.png
134,low_light,degraded/low_light/frame_00134.png
134,snow,degraded/snow/frame_00134.png
134,textureless,degraded/textureless/frame_00134.png
135,clear,degraded/clear/frame_00135.png
135,smoke,degraded/smoke/frame_00135.png
135,low_light,degraded/low_light/frame_00135.png
135,snow,degraded/snow/frame_00135.png
135,textureless,degraded/textureless/frame_00135.png
136,clear,degraded/clear/frame_00136.png
136,smoke,degraded/smoke/frame_00136.png
136,low_light,degraded/low_light/frame_00136.png
136,snow,degraded/snow/frame_00136.png
136,textureless,degraded/textureless/frame_00136.png
137,clear,degraded/clear/frame_00137.png
137,smoke,degraded/smoke/frame_00137.png
137,low_light,degraded/low_light/frame_00137.png
137,snow,degraded/snow/frame_00137.png
137,textureless,degraded/textureless/frame_00137.png
138,clear,degraded/clear/frame_00138.png
138,smoke,degraded/smoke/frame_00138.png
138,low_light,degraded/low_light/frame_00138.png
138,snow,degraded/snow/frame_00138.png
138,textureless,degraded/textureless/frame_00138.png
139,clear,degraded/clear/frame_00139.png
139,smoke,degraded/smoke/frame_00139.png
139,low_light,degraded/low_light/frame_00139.png
139,snow,degraded/snow/frame_00139.png
139,textureless,degraded/textureless/frame_00139.png
140,clear,degraded/clear/frame_00140.png
140,smoke,degraded/smoke/frame_00140.png
140,low_light,degraded/low_light/frame_00140.png
140,snow,degraded/snow/frame_00140.png
140,textureless,degraded/textureless/frame_00140.png
141,clear,degraded/clear/frame_00141.png
141,smoke,degraded/smoke/frame_00141.png
141,low_light,degraded/low_light/frame_00141.png
141,snow,degraded/snow/frame_00141.png
141,textureless,degraded/textureless/frame_00141.png
142,clear,degraded/clear/frame_00142.png
142,smoke,degraded/smoke/frame_00142.png
142,low_light,degraded/low_light/frame_00142.png
142,snow,degraded/snow/frame_00142.png
142,textureless,degraded/textureless/frame_00142.png
143,clear,degraded/clear/frame_00143.png
143,smoke,degraded/smoke/frame_00143.png
143,low_light,degraded/low_light/frame_00143.png
143,snow,degraded/snow/frame_00143.png
143,textureless,degraded/textureless/frame_00143.png
144,clear,degraded/clear/frame_00144.png
144,smoke,degraded/smoke/frame_00144.png
144,low_light,degraded/low_light/frame_00144.png
144,snow,degraded/snow/frame_00144.png
144,textureless,degraded/textureless/frame_00144.png
145,clear,degraded/clear/frame_00145.png
145,smoke,degraded/smoke/frame_00145.png
145,low_light,degraded/low_light/frame_00145.png
145,snow,degraded/snow/frame_00145.png
145,textureless,degraded/textureless/frame_00145.png
146,clear,degraded/clear/frame_00146.png
146,smoke,degraded/smoke/frame_00146.png
146,low_light,degraded/low_light/frame_00146.png
146,snow,degraded/snow/frame_00146.png
146,textureless,degraded/textureless/frame_00146.png
147,clear,degraded/clear/frame_00147.png
147,smoke,degraded/smoke/frame_00147.png
147,low_light,degraded/low_light/frame_00147.png
147,snow,degraded/snow/frame_00147.png
147,textureless,degraded/textureless/frame_00147.png
148,clear,degraded/clear/frame_00148.png
148,smoke,degraded/smoke/frame_00148.png
148,low_light,degraded/low_light/frame_00148.png
148,snow,degraded/snow/frame_00148.png
148,textureless,degraded/textureless/frame_00148.png
149,clear,degraded/clear/frame_00149.png
149,smoke,degraded/smoke/frame_00149.png
149,low_light,degraded/low_light/frame_00149.png
149,snow,degraded/snow/frame_00149.png
149,textureless,degraded/textureless/frame_00149.png
150,clear,degraded/clear/frame_00150.png
150,smoke,degraded/smoke/frame_00150.png
150,low_light,degraded/low_light/frame_00150.png
150,snow,degraded/snow/frame_00150.png
150,textureless,degraded/textureless/frame_00150.png
151,clear,degraded/clear/frame_00151.png
151,smoke,degraded/smoke/frame_00151.png
151,low_light,degraded/low_light/frame_00151.png
151,snow,degraded/snow/frame_00151.png
151,textureless,degraded/textureless/frame_00151.png
152,clear,degraded/clear/frame_00152.png
152,smoke,degraded/smoke/frame_00152.png
152,low_light,degraded/low_light/frame_00152.png
152,snow,degraded/snow/frame_00152.png
152,textureless,degraded/textureless/frame_00152.png
153,clear,degraded/clear/frame_00153.png
153,smoke,degraded/smoke/frame_00153.png
153,low_light,degraded/low_light/frame_00153.png
153,snow,degraded/snow/frame_00153.png
153,textureless,degraded/textureless/frame_00153.png
154,clear,degraded/clear/frame_00154.png
154,smoke,degraded/smoke/frame_00154.png
154,low_light,degraded/low_light/frame_00154.png
154,snow,degraded/snow/frame_00154.png
154,textureless,degraded/textureless/frame_00154.png
155,clear,degraded/clear/frame_00155.png
155,smoke,degraded/smoke/frame_00155.png
155,low_light,degraded/low_light/frame_00155.png
155,snow,degraded/snow/frame_00155.png
155,textureless,degraded/textureless/frame_00155.png
156,clear,degraded/clear/frame_00156.png
156,smoke,degraded/smoke/frame_00156.png
156,low_light,degraded/low_light/frame_00156.png
156,snow,degraded/snow/frame_00156.png
156,textureless,degraded/textureless/frame_00156.png
157,clear,degraded/clear/frame_00157.png
157,smoke,degraded/smoke/frame_00157.png
157,low_light,degraded/low_light/frame_00157.png
157,snow,degraded/snow/frame_00157.png
157,textureless,degraded/textureless/frame_00157.png
158,clear,degraded/clear/frame_00158.png
158,smoke,degraded/smoke/frame_00158.png
158,low_light,degraded/low_light/frame_00158.png
158,snow,degraded/snow/frame_00158.png
158,textureless,degraded/textureless/frame_00158.png
159,clear,degraded/clear/frame_00159.png
159,smoke,degraded/smoke/frame_00159.png
159,low_light,degraded/low_light/frame_00159.png
159,snow,degraded/snow/frame_00159.png
159,textureless,degraded/textureless/frame_00159.png
160,clear,degraded/clear/frame_00160.png
160,smoke,degraded/smoke/frame_00160.png
160,low_light,degraded/low_light/frame_00160.png
160,snow,degraded/snow/frame_00160.png
160,textureless,degraded/textureless/frame_00160.png
161,clear,degraded/clear/frame_00161.png
161,smoke,degraded/smoke/frame_00161.png
161,low_light,degraded/low_light/frame_00161.png
161,snow,degraded/snow/frame_00161.png
161,textureless,degraded/textureless/frame_00161.png
162,clear,degraded/clear/frame_00162.png
162,smoke,degraded/smoke/frame_00162.png
162,low_light,degraded/low_light/frame_00162.png
162,snow,degraded/snow/frame_00162.png
162,textureless,degraded/textureless/frame_00162.png
163,clear,degraded/clear/frame_00163.png
163,smoke,degraded/smoke/frame_00163.png
163,low_light,degraded/low_light/frame_00163.png
163,snow,degraded/snow/frame_00163.png
163,textureless,degraded/textureless/frame_00163.png
164,clear,degraded/clear/frame_00164.png
164,smoke,degraded/smoke/frame_00164.png
164,low_light,degraded/low_light/frame_00164.png
164,snow,degraded/snow/frame_00164.png
164,textureless,degraded/textureless/frame_00164.png
165,clear,degraded/clear/frame_00165.png
165,smoke,degraded/smoke/frame_00165.png
165,low_light,degraded/low_light/frame_00165.png
165,snow,degraded/snow/frame_00165.png
165,textureless,degraded/textureless/frame_00165.png
166,clear,degraded/clear/frame_00166.png
166,smoke,degraded/smoke/frame_00166.png
166,low_light,degraded/low_light/frame_00166.png
166,snow,degraded/snow/frame_00166.png
166,textureless,degraded/textureless/frame_00166.png
167,clear,degraded/clear/frame_00167.png
167,smoke,degraded/smoke/frame_00167.png
167,low_light,degraded/low_light/frame_00167.png
167,snow,degraded/snow/frame_00167.png
167,textureless,degraded/textureless/frame_00167.png
168,clear,degraded/clear/frame_00168.png
168,smoke,degraded/smoke/frame_00168.png
168,low_light,degraded/low_light/frame_00168.png
168,snow,degraded/snow/frame_00168.png
168,textureless,degraded/textureless/frame_00168.png
169,clear,degraded/clear/frame_00169.png
169,smoke,degraded/smoke/frame_00169.png
169,low_light,degraded/low_light/frame_00169.png
169,snow,degraded/snow/frame_00169.png
169,textureless,degraded/textureless/frame_00169.png
170,clear,degraded/clear/frame_00170.png
170,smoke,degraded/smoke/frame_00170.png
170,low_light,degraded/low_light/frame_00170.png
170,snow,degraded/snow/frame_00170.png
170,textureless,degraded/textureless/frame_00170.png
171,clear,degraded/clear/frame_00171.png
171,smoke,degraded/smoke/frame_00171.png
171,low_light,degraded/low_light/frame_00171.png
171,snow,degraded/snow/frame_00171.png
171,textureless,degraded/textureless/frame_00171.png
172,clear,degraded/clear/frame_00172.png
172,smoke,degraded/smoke/frame_00172.png
172,low_light,degraded/low_light/frame_00172.png
172,snow,degraded/snow/frame_00172.png
172,textureless,degraded/textureless/frame_00172.png
173,clear,degraded/clear/frame_00173.png
173,smoke,degraded/smoke/frame_00173.png
173,low_light,degraded/low_light/frame_00173.png
173,snow,degraded/snow/frame_00173.png
173,textureless,degraded/textureless/frame_00173.png
174,clear,degraded/clear/frame_00174.png
174,smoke,degraded/smoke/frame_00174.png
174,low_light,degraded/low_light/frame_00174.png
174,snow,degraded/snow/frame_00174.png
174,textureless,degraded/textureless/frame_00174.png
175,clear,degraded/clear/frame_00175.png
175,smoke,degraded/smoke/frame_00175.png
175,low_light,degraded/low_light/frame_00175.png
175,snow,degraded/snow/frame_00175.png
175,textureless,degraded/textureless/frame_00175.png
